Customer_ID,Customer_Name,Gender,City,State,Country,Continent,Signup_Date,Currency
C5153,Vivaan Howard,Male,Bengaluru,Karnataka,India,Asia,2023-12-04,INR
C5154,Cole Butler,Male,Toronto,Ontario,Canada,North America,2022-03-17,CAD
C5155,Nadia Stewart,Female,Abu Dhabi,Abu Dhabi,UAE,Asia,2021-08-06,AED
C5156,Ava Robinson,Female,Toronto,Ontario,Canada,North America,2021-09-06,CAD
C5157,Kabir Porter,Male,Bengaluru,Karnataka,India,Asia,2023-06-25,INR
C5158,Anna Mendez,Female,Berlin,Berlin,Germany,Europe,2021-03-31,EUR
C5159,Charlotte Martinez,Female,San Francisco,California,USA,North America,2020-01-05,USD
C5160,Oliver Bose,Male,San Francisco,California,USA,North America,2025-07-15,USD
C5161,Aarav Bhattacharya,Male,Kolkata,West Bengal,India,Asia,2021-03-07,INR
C5162,Jonas Cooper,Male,Berlin,Berlin,Germany,Europe,2020-12-17,EUR
C5163,Noah Porter,Male,Manchester,England,UK,Europe,2024-08-22,GBP
C5164,Mia James,Female,Manchester,England,UK,Europe,2025-01-12,GBP
C5165,Nadia Wells,Female,Dubai,Dubai,UAE,Asia,2023-03-25,AED
C5166,Charlotte Wood,Female,Boston,Massachusetts,USA,North America,2024-02-23,USD
C5167,Salem Roy,Male,Dubai,Dubai,UAE,Asia,2024-05-28,AED
C5168,Mia Mukherjee,Female,London,England,UK,Europe,2021-06-21,GBP
C5169,Myra Ramos,Female,Chennai,Tamil Nadu,India,Asia,2023-08-17,INR
C5170,Oliver Saxena,Male,Sydney,NSW,Australia,Oceania,2021-10-13,AUD
C5171,Lena Sullivan,Female,Berlin,Berlin,Germany,Europe,2025-03-21,EUR
C5172,Mariana Gordon,Female,Rio de Janeiro,Rio de Janeiro,Brazil,South America,2021-06-14,BRL
C5173,Aadhya Carroll,Female,Kolkata,West Bengal,India,Asia,2024-08-05,INR
C5174,Aditya Perez,Male,Chennai,Tamil Nadu,India,Asia,2021-12-23,INR
C5175,Rohin Wallace,Male,Delhi,Delhi,India,Asia,2022-12-29,INR
C5176,Matilda Baker,Female,Manchester,England,UK,Europe,2024-07-10,GBP
C5177,Olivia Fernandes,Female,Boston,Massachusetts,USA,North America,2019-06-23,USD
C5178,Yue Edwards,Female,Beijing,Beijing,China,Asia,2024-07-09,CNY
C5179,Tariq Holmes,Male,Dubai,Dubai,UAE,Asia,2024-07-03,AED
C5180,Noah Murray,Male,Boston,Massachusetts,USA,North America,2022-02-21,USD
C5181,Ava Wagner,Female,Boston,Massachusetts,USA,North America,2019-08-10,USD
C5182,Nora Vargas,Female,Munich,Bavaria,Germany,Europe,2019-05-14,EUR
C5183,Clara Fonseca,Female,Berlin,Berlin,Germany,Europe,2020-05-08,EUR
C5184,Laura Carter,Female,Sao Paulo,Sao Paulo,Brazil,South America,2019-02-18,BRL
C5185,Clara Oliveira,Female,Berlin,Berlin,Germany,Europe,2023-01-21,EUR
C5186,Aditya Pereira,Male,Kolkata,West Bengal,India,Asia,2021-12-12,INR
C5187,Yasmin Stewart,Female,Rio de Janeiro,Rio de Janeiro,Brazil,South America,2021-01-23,BRL
C5188,Ananya Turner,Female,Delhi,Delhi,India,Asia,2023-02-04,INR
C5189,Sahil Reddy,Male,Kolkata,West Bengal,India,Asia,2025-05-29,INR
C5190,Latifa Clark,Female,Dubai,Dubai,UAE,Asia,2020-02-14,AED
C5191,Vivaan Gordon,Male,Chennai,Tamil Nadu,India,Asia,2023-04-10,INR
C5192,Milo Gomez,Male,San Francisco,California,USA,North America,2019-02-09,USD
C5193,Lara Rice,Female,Rio de Janeiro,Rio de Janeiro,Brazil,South America,2024-10-18,BRL
C5194,Jing Carvalho,Female,Shanghai,Shanghai,China,Asia,2021-10-24,CNY
C5195,Dana Burns,Female,Dubai,Dubai,UAE,Asia,2020-02-10,AED
C5196,Stella Carroll,Female,Los Angeles,California,USA,North America,2024-05-05,USD
C5197,Daniel Garcia,Male,Manchester,England,UK,Europe,2021-11-30,GBP
C5198,Max Turner,Male,Melbourne,VIC,Australia,Oceania,2019-03-23,AUD
C5199,Yue Payne,Female,Beijing,Beijing,China,Asia,2025-06-20,CNY
C5200,Hassan Roy,Male,Singapore,Singapore,Singapore,Asia,2022-12-25,SGD
C5201,Zach Jordan,Male,Sydney,NSW,Australia,Oceania,2019-11-18,AUD
C5202,Myra Kohli,Female,Hyderabad,Telangana,India,Asia,2020-08-16,INR
C5203,Zhi Reed,Male,Singapore,Singapore,Singapore,Asia,2025-05-30,SGD
C5204,Noah Butler,Male,London,England,UK,Europe,2022-11-08,GBP
C5205,Shu Dunn,Female,Shanghai,Shanghai,China,Asia,2025-10-15,CNY
C5206,Ananya Bailey,Female,Kolkata,West Bengal,India,Asia,2023-01-27,INR
C5207,Lucas Sethi,Male,Sydney,NSW,Australia,Oceania,2020-11-16,AUD
C5208,Olivia Cruz,Female,New York,New York,USA,North America,2021-10-27,USD
C5209,Logan Kohli,Male,Vancouver,BC,Canada,North America,2021-05-12,CAD
C5210,Mia Parker,Female,Manchester,England,UK,Europe,2024-04-22,GBP
C5211,Emma Hunter,Female,New York,New York,USA,North America,2024-11-16,USD
C5212,Oliver Green,Male,London,England,UK,Europe,2020-09-28,GBP
C5213,Hannah Baker,Female,Berlin,Berlin,Germany,Europe,2021-10-10,EUR
C5214,Gabriela Silva,Female,Sao Paulo,Sao Paulo,Brazil,South America,2024-11-27,BRL
C5215,Olivia Flores,Female,New York,New York,USA,North America,2022-08-25,USD
C5216,Arthur Payne,Male,Sao Paulo,Sao Paulo,Brazil,South America,2023-12-28,BRL
C5217,Ava Rao,Female,Vancouver,BC,Canada,North America,2025-08-17,CAD
C5218,Wei Sethi,Male,Singapore,Singapore,Singapore,Asia,2024-12-26,SGD
C5219,Li Dutta,Female,Beijing,Beijing,China,Asia,2021-07-19,CNY
C5220,Matheus Castro,Male,Sao Paulo,Sao Paulo,Brazil,South America,2023-08-16,BRL
C5221,Ananya Allen,Female,Hyderabad,Telangana,India,Asia,2024-11-13,INR
C5222,Ananya Saxena,Female,Mumbai,Maharashtra,India,Asia,2024-04-05,INR
C5223,Henry Evans,Male,Vancouver,BC,Canada,North America,2022-05-12,CAD
C5224,Helena Ramos,Female,Munich,Bavaria,Germany,Europe,2021-08-05,EUR
C5225,Ella Perez,Female,Melbourne,VIC,Australia,Oceania,2023-08-14,AUD
C5226,Mia Rodrigues,Female,Munich,Bavaria,Germany,Europe,2020-10-30,EUR
C5227,Amir Reddy,Male,Singapore,Singapore,Singapore,Asia,2021-06-22,SGD
C5228,Max Saxena,Male,Munich,Bavaria,Germany,Europe,2022-01-18,EUR
C5229,Noah Smith,Male,San Francisco,California,USA,North America,2023-08-19,USD
C5230,Charlie Hudson,Male,London,England,UK,Europe,2022-04-01,GBP
C5231,Theo Silva,Male,Sao Paulo,Sao Paulo,Brazil,South America,2024-07-08,BRL
C5232,Arlo Pillai,Male,New York,New York,USA,North America,2024-12-31,USD
C5233,Poppy Ford,Female,Manchester,England,UK,Europe,2020-05-27,GBP
C5234,Diego Cooper,Male,San Francisco,California,USA,North America,2020-01-05,USD
C5235,Pedro Wright,Male,Rio de Janeiro,Rio de Janeiro,Brazil,South America,2023-09-18,BRL
C5236,Matheus Guzman,Male,Rio de Janeiro,Rio de Janeiro,Brazil,South America,2019-05-10,BRL
C5237,Anna Perry,Female,Boston,Massachusetts,USA,North America,2021-12-27,USD
C5238,Leo Agarwal,Male,London,England,UK,Europe,2021-01-13,GBP
C5239,Kabir Crawford,Male,Kolkata,West Bengal,India,Asia,2019-02-21,INR
C5240,Ava Ford,Female,Boston,Massachusetts,USA,North America,2023-04-26,USD
C5241,Theo Taylor,Male,Sao Paulo,Sao Paulo,Brazil,South America,2021-03-26,BRL
C5242,Elijah Lee,Male,Boston,Massachusetts,USA,North America,2021-05-03,USD
C5243,Sofia Henry,Female,Toronto,Ontario,Canada,North America,2020-10-11,CAD
C5244,Liam Payne,Male,Los Angeles,California,USA,North America,2024-11-03,USD
C5245,Alice Santos,Female,Rio de Janeiro,Rio de Janeiro,Brazil,South America,2023-01-16,BRL
C5246,Hannah Perez,Female,Toronto,Ontario,Canada,North America,2021-08-24,CAD
C5247,Hua Ribeiro,Female,Shanghai,Shanghai,China,Asia,2022-02-04,CNY
C5248,Lara Brooks,Female,Berlin,Berlin,Germany,Europe,2019-06-22,EUR
C5249,Cole Patel,Male,Vancouver,BC,Canada,North America,2020-09-26,CAD
C5250,George Coleman,Male,London,England,UK,Europe,2024-08-09,GBP
C5251,Salem Phillips,Male,Abu Dhabi,Abu Dhabi,UAE,Asia,2019-09-03,AED
C5252,Zhi Bose,Male,Singapore,Singapore,Singapore,Asia,2020-03-15,SGD
C5253,Myra Cruz,Female,Chennai,Tamil Nadu,India,Asia,2022-11-23,INR
C5254,Davi Johnson,Male,Sao Paulo,Sao Paulo,Brazil,South America,2023-03-28,BRL
C5255,Geeta Pereira,Female,Mumbai,Maharashtra,India,Asia,2024-06-10,INR
C5256,Lachlan Navarro,Male,Melbourne,VIC,Australia,Oceania,2024-06-30,AUD
C5257,Diya Richardson,Female,Bengaluru,Karnataka,India,Asia,2022-08-18,INR
C5258,Aarav Martin,Male,Kolkata,West Bengal,India,Asia,2025-03-21,INR
C5259,Mia Campbell,Female,Sydney,NSW,Australia,Oceania,2022-04-26,AUD
C5260,Amelia Mora,Female,Melbourne,VIC,Australia,Oceania,2019-01-03,AUD
C5261,Evelyn Campbell,Female,Sydney,NSW,Australia,Oceania,2019-03-18,AUD
C5262,Yue Howard,Female,Beijing,Beijing,China,Asia,2022-08-06,CNY
C5263,Mia Price,Female,Toronto,Ontario,Canada,North America,2021-02-16,CAD
C5264,Guilherme Almeida,Male,Rio de Janeiro,Rio de Janeiro,Brazil,South America,2022-03-05,BRL
C5265,Jia Robertson,Female,Singapore,Singapore,Singapore,Asia,2020-01-30,SGD
C5266,Mia Anderson,Female,London,England,UK,Europe,2021-01-01,GBP
C5267,Aarav Shaw,Male,Delhi,Delhi,India,Asia,2021-02-23,INR
C5268,Ruba Barnes,Female,Dubai,Dubai,UAE,Asia,2024-06-29,AED
C5269,Gabriel Dutta,Male,Vancouver,BC,Canada,North America,2019-07-21,CAD
C5270,Latifa Garcia,Female,Abu Dhabi,Abu Dhabi,UAE,Asia,2019-02-23,AED
C5271,Vivaan Kohli,Male,Delhi,Delhi,India,Asia,2019-11-24,INR
C5272,Jia Thomas,Female,Singapore,Singapore,Singapore,Asia,2025-04-04,SGD
C5273,Nora Martin,Female,Munich,Bavaria,Germany,Europe,2021-12-24,EUR
C5274,Lillian Rivera,Female,San Francisco,California,USA,North America,2019-11-16,USD
C5275,Charlotte Guzman,Female,Sydney,NSW,Australia,Oceania,2021-08-04,AUD
C5276,Hina Olson,Female,Delhi,Delhi,India,Asia,2021-10-15,INR
C5277,Myra Sethi,Female,Bengaluru,Karnataka,India,Asia,2023-08-28,INR
C5278,Emma Desai,Female,Boston,Massachusetts,USA,North America,2023-01-06,USD
C5279,Jackson Walker,Male,Vancouver,BC,Canada,North America,2020-03-02,CAD
C5280,Ansh Edwards,Male,Bengaluru,Karnataka,India,Asia,2024-08-29,INR
C5281,Myra Lam,Female,Bengaluru,Karnataka,India,Asia,2023-12-20,INR
C5282,Jun Ribeiro,Male,Shanghai,Shanghai,China,Asia,2023-03-03,CNY
C5283,Zhi Crawford,Male,Singapore,Singapore,Singapore,Asia,2025-10-28,SGD
C5284,Maddison Agarwal,Female,Melbourne,VIC,Australia,Oceania,2025-03-03,AUD
C5285,Aadhya Gill,Female,Kolkata,West Bengal,India,Asia,2024-01-07,INR
C5286,Mia Watson,Female,New York,New York,USA,North America,2022-03-11,USD
C5287,Oliver Almeida,Male,Sydney,NSW,Australia,Oceania,2019-01-27,AUD
C5288,Myra Teixeira,Female,Chennai,Tamil Nadu,India,Asia,2019-03-30,INR
C5289,Zoey Soto,Female,Vancouver,BC,Canada,North America,2025-03-17,CAD
C5290,Hamad Vargas,Male,Dubai,Dubai,UAE,Asia,2020-01-22,AED
C5291,Hao Warren,Male,Beijing,Beijing,China,Asia,2021-12-21,CNY
C5292,Nadia Goncalves,Female,Dubai,Dubai,UAE,Asia,2021-11-15,AED
C5293,Isabelle Phillips,Female,London,England,UK,Europe,2025-05-19,GBP
C5294,Liam Hamilton,Male,San Francisco,California,USA,North America,2024-05-30,USD
C5295,Aria Watkins,Female,Vancouver,BC,Canada,North America,2020-01-26,CAD
C5296,Aditya Faria,Male,Hyderabad,Telangana,India,Asia,2023-04-12,INR
C5297,Charlotte Lee,Female,Los Angeles,California,USA,North America,2022-11-26,USD
C5298,Emma Perkins,Female,Munich,Bavaria,Germany,Europe,2021-07-17,EUR
C5299,Khalid Stewart,Male,Abu Dhabi,Abu Dhabi,UAE,Asia,2023-04-16,AED
C5300,Isla Thomas,Female,Sydney,NSW,Australia,Oceania,2025-01-20,AUD
C5301,Jun Carroll,Male,Shanghai,Shanghai,China,Asia,2020-09-19,CNY
C5302,Sophia Barros,Female,San Francisco,California,USA,North America,2025-09-03,USD
C5303,Isla Woods,Female,London,England,UK,Europe,2022-04-01,GBP
C5304,Lalit Hayes,Male,Mumbai,Maharashtra,India,Asia,2019-12-05,INR
C5305,Liam Carvalho,Male,San Francisco,California,USA,North America,2023-06-24,USD
C5306,Lea Hill,Female,Berlin,Berlin,Germany,Europe,2020-07-06,EUR
C5307,Aniket Teixeira,Male,Delhi,Delhi,India,Asia,2025-05-29,INR
C5308,Mohammed Chopra,Male,Abu Dhabi,Abu Dhabi,UAE,Asia,2021-10-05,AED
C5309,Ananya Ghosh,Female,Kolkata,West Bengal,India,Asia,2022-08-17,INR
C5310,Omar Banerjee,Male,Dubai,Dubai,UAE,Asia,2023-08-22,AED
C5311,Yue Agarwal,Female,Beijing,Beijing,China,Asia,2022-11-12,CNY
C5312,Oliver Moreira,Male,New York,New York,USA,North America,2020-11-24,USD
C5313,Tariq Butler,Male,Abu Dhabi,Abu Dhabi,UAE,Asia,2020-08-20,AED
C5314,Ananya Salazar,Female,Chennai,Tamil Nadu,India,Asia,2020-09-30,INR
C5315,Ava Souza,Female,London,England,UK,Europe,2021-09-22,GBP
C5316,Aditya Sethi,Male,Mumbai,Maharashtra,India,Asia,2019-02-26,INR
